category_id,views,comments_disabled,ratings_disabled,channel_text,difference_d,difference_h,published_year,published_month,trending_year,trending_month
10,1146765,"""False""","""False""","Sam Smith - Palace (On The Record: The Thrill Of It All Live) SamSmithWorldVEVO   Sam|""Smith""|""Palace""|""Capitol""|""Pop""",1.0,47.0,2017,12,2017,12
10,22995642,"""False""","""False""","Shakira - Trap (Official Video) ft. Maluma shakiraVEVO   Shakira ft. Maluma|""Shakira ft. Maluma Music""|""Shakira ft. Maluma Official Video""|""Shakira ft. Maluma Video""|""Shakira ft. Maluma Video Oficial""|""Trap Official Video""|""Official Video""|""Trap Single""|""Single""|""Shakira ft. Maluma New Single""|""Shakira ft. Maluma Single""|""Shakira ft. Maluma Song""|""Trap new song""|""Trap nueva canción""|""Shakira ft. Maluma nuevo sencillo""|""Shakira ft. Maluma Trap""|""Latin Pop""|""Shakira feat. Maluma""|""Sony Music Latin""|""Trap""",5.0,129.0,2018,1,2018,2
1,3497916,"""False""","""False""","Jack Unbox Therapy   unbox therapy|""unbox""|""therapy""|""jack""|""unbox therapy jack face""|""unbox therapy jack face reveal""|""face""|""face reveal""|""iphone x""|""unboxing""|""unboxtherapy""|""iphone""|""apple""|""iphone 8""|""apple iphone x""|""android""|""vs""|""samsung""|""iphone 8 plus""|""review""|""galaxy s8""|""s8""|""s8+""|""best""|""smartphone""|""pixel 2""|""note 8""|""phone""|""2018""|""apple iphone""|""8 plus""|""gadgets""|""gadget""|""new""|""tech""|""video""|""technology""|""apple iphone 8""|""new iphone""|""pixel 2 xl""|""best android""|""galaxy""|""wireless""|""cool gadgets""|""amazon""|""cool""|""best smartphone""|""lg""|""amazing""|""reveal""",4.0,97.0,2018,2,2018,2
24,52809,"""False""","""False""","Quentin Tarantino Developing New Star Trek Movie - Movie Talk ColliderVideos   tobeornottobethatisthequestion|""qunetin tarantino""|""movie talk""|""star trek""|""bryan singer""|""bohemian rhapsody""|""rian johnson""|""star wars""|""zachary levi""|""shazam""|""james franco""|""a boy named shel""|""mark ellis""|""ashley mova""|""jon schnepp""",1.0,29.0,2017,12,2017,12
24,65392,"""False""","""False""","SPOILER ALERT! 🌹🏁 Krystal, Will You Accept This Ride? | The Bachelor Insider The Bachelor Insider   the bachelor insider|""bachelor insider""|""the bachelor""|""krystal""|""the batchelor""|""bachelor crystal""|""bachelor krystal real voice""|""the bachlor""|""will you accept this ride""|""krystal flawless""|""bachelor arie""|""arie and krystal""|""the bachelor arie""|""bachelor""|""meet the bachelor arie""|""arie the bachelor""|""krystal voice""|""ride""|""the bachelor bowling""|""krystal fake voice""|""arie luyendyk jr.""|""arie bachelor""|""meet arie luyendyk""|""arie""|""meet arie""|""exclusive""|""interview""|""the bachelor lake tahoe""",2.0,70.0,2018,1,2018,2
28,984701,"""True""","""False""","Sprint Super Bowl Commercial 2018: Evelyn Sprint   Sprint Corporation|""Sprint""|""wireless""|""rate plan""|""cell phone""|""mobile""|""telecom""",4.0,106.0,2018,2,2018,2
10,20020,"""False""","""False""","Melissa Benoist Sings Running Home To You | Crisis On Earth X | Supergirl S3x8 legofreedom1   Legofreedom1|""crisis on earth x""|""arrow""|""the flash""|""supergirl""|""flash duet""|""supergirl duet""|""flash musical""|""crisis on earth x arrow""|""legends of tomorrow""|""barry and iris wedding""|""barry and iris's wedding""|""running home to you""|""the flash wedding""|""the flash crisis on earth x""|""supergirl crisis on earth x""|""crisis on earth x part 3""|""crisis on earth part 4""|""crisis on earth x part 1""|""crisis on earth part 2""|""pagey""|""home""|""melissa benoist""|""supergirl singing""|""melissa benoist singing""|""crossover""",3.0,90.0,2017,11,2017,12
2,1355713,"""False""","""False""","I Built a FULL SIZE Tie Fighter/Silencer colinfurze   colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",5.0,127.0,2017,11,2017,12
17,1270477,"""False""","""False""","Eagles vs. Seahawks | NFL Week 13 Game Highlights NFL   NFL|""Football""|""offense""|""defense""|""afc""|""nfc""|""American Football""|""highlight""|""highlights""|""game""|""games""|""sport""|""sports""|""action""|""play""|""plays""|""season""|""2017""|""recap""|""run""|""sprint""|""catch""|""huge""|""amazing""|""touchdown""|""td""|""week 13""|""wk 13""|""philly""|""philadelphia""|""eagles.seattle""|""seahawks""|""russell""|""wilson""|""wentz""|""td drive""|""seahawks win""|""baldwin""|""sp:dt=2017-12-03T20:30:00-05:00""|""sp:vl=en-US""|""sp:st=football""|""sp:li=nfl""|""sp:ti:home=Sea""|""sp:ti:away=Phi""|""sp:ty=high""",0.0,19.0,2017,12,2017,12
10,28091569,"""False""","""False""","Diplo, French Montana & Lil Pump ft. Zhavia - Welcome To The Party (Official Video) Diplo   Welcome to the party|""Diplo""|""Lil Pump""|""French Montana""|""Zhavia""|""Welcome to the party audio""|""welcome to the party song""|""wttp""|""welcome to the party diplo""|""welcome to the party lil pump""|""welcome to the party french montana""|""welcome to the party zhavia""|""wttp diplo""|""deadpool 2 soundtrack""|""diplo deadpool""|""diplo welcome to the party""|""french montana welcome to the party""|""new diplo music""|""deadpool 2 welcome to the party""|""deadpool 2 motion picture soundtrack""|""welcome to the party video""",15.0,369.0,2018,5,2018,6
24,109384,"""False""","""False""","Is Andy Cohen Or Anderson Cooper More Kinky In Bed? | WWHL Watch What Happens Live with Andy Cohen   What What Happens live|""reality""|""interview""|""fun""|""celebrity""|""Andy Cohen""|""talk""|""show""|""program""|""Is Andy Cohen""|""Anderson Cooper""|""More Kinky In Bed?""|""During the gamelet""|""One Two AC""|""pals Andy Cohen""|""Andy Cohen and Anderson""|""shout out answers""|""simultaneously""|""about one another""|""such as""|""which host""|""has the highest freak number""|""french""|""No idea""|""how much you will""|""Can you ask""|""A question""|""What's anderson favourite tv show""|""sleeping""|""that would be weird""|""going book""",2.0,67.0,2017,12,2017,12
10,16553973,"""False""","""False""","Diplo, French Montana & Lil Pump ft. Zhavia - Welcome To The Party (Official Video) Diplo   Welcome to the party|""Diplo""|""Lil Pump""|""French Montana""|""Zhavia""|""Welcome to the party audio""|""welcome to the party song""|""wttp""|""welcome to the party diplo""|""welcome to the party lil pump""|""welcome to the party french montana""|""welcome to the party zhavia""|""wttp diplo""|""deadpool 2 soundtrack""|""diplo deadpool""|""diplo welcome to the party""|""french montana welcome to the party""|""new diplo music""|""deadpool 2 welcome to the party""|""deadpool 2 motion picture soundtrack""|""welcome to the party video""",9.0,225.0,2018,5,2018,5
22,234317,"""False""","""False""","I Spent 9 Months In Space BuzzFeedVideo   buzzfeed|""buzzfeed video""|""astronaut""|""peggy""|""peggy whitson""|""nasa""|""woman""|""women""|""space exploration""|""space""|""space travel astronauts""|""space station""|""space food""|""science""|""outer space""|""mars""|""earth""|""astronaut food""|""zero gravity""|""international space station""|""moon""|""spaceship""|""astronomy""|""space ship""|""gravity""|""spacewalk""|""space walk""|""empowerment""|""success""|""successful women""|""successful woman""|""role model""",2.0,49.0,2017,12,2017,12
10,439426,"""False""","""False""",Kylie Minogue - Stop Me From Falling (Official Audio) Kylie Minogue   [none],8.0,207.0,2018,3,2018,3
15,4941881,"""False""","""False""","Camels vs. Cactus!!!   جمل camelsandfriends   camels|""cactus""|""pets""|""livestock""|""animals""|""baby""|""nessie""|""camels and friends""|""pet camels""|""dromedary camel""|""arizona""|""desert""|""arabian""|""جمل""|""ˈkaməl""|""الجمل العربي""|""aljamal alearabiu""|""ˈdräməˌderē""|""جمل وحيد السنام""|""tek hörgüçlü deve""|""hecin devesi""|""deve""|""камель""|""ऊंट""|""उष्ट्र""|""लड़ाई""|""नृत्य""|""आक्रमण""|""साँड़नी""|""doberman""|""dogs""|""pit bull""|""bully breed""|""rescue""|""pet care""|""eating""|""feeding""|""wild animals as pets""|""wild animals""|""farm""|""hoofstock""|""breeding""|""mating""|""prickly pear""|""jelly""|""ASMR""",11.0,274.0,2018,5,2018,6
17,2831479,"""True""","""False""","Mo Salah bursts through wall to surprise kids | KOP KIDS PRANK Liverpool FC   Liverpool FC|""LFC""|""Liverpool""|""Anfield""|""Melwood""|""Liverpool Football Club""|""Mo Salah""|""Mohamed Salah""|""Salah prank""|""prank""|""surprise""|""kop kids""|""subtitles""|""arabic subtitles""|""liverpool youtube""|""thailand liverpool""|""thai subtitles""|""liverpool indonesia""|""premier league""|""pl""|""epl""|""mohamed sala""|""mo sala""|""moh salah""|""أهداف محمد صلاح""",2.0,61.0,2018,3,2018,3
26,3515288,"""False""","""False""","My Pretty Little Liars Audition Tape! | Shay Mitchell Shay Mitchell   Shay Mitchell|""Shay""|""Mitchell""|""Shay Mitchell YouTube""|""YouTube Shay Mitchell""|""Shannon Mitchell""|""ShayM""|""Shay Mitch""|""Pretty Little Liars""|""PLL""|""Emily Fields""|""ABC Family""|""Actress""|""Amore and Vita""|""Fashion""|""Beauty""|""Audition""|""Audition Tape""",4.0,101.0,2017,12,2017,12
24,165337,"""False""","""False""","Jack Black | This Week on GMM Good Mythical Morning   rhett and link|""gmm""|""good mythical morning""|""rhett and link good mythical morning""|""good mythical morning rhett and link""|""mythical morning""|""gmm food""|""jack black""|""jack black gmm""|""gmm jack black""|""rhett link jack black""|""jack black music""|""kunal nayyar""|""big bang theory""|""big bang theory raj""|""bbt raj""|""big bang theory kunal nayyar""|""rhett""|""link""|""mythical""|""kunal""|""nayyar""|""the big bang theory""|""raj""|""jack black tenacious d""|""jack black singing""|""jack""|""black""|""tenacious d""|""tenaciousd""|""gmm music""",1.0,36.0,2017,12,2017,12
2,2266583,"""False""","""False""","Official Ram Trucks Super Bowl Commercial | Dr. Martin Luther King, Jr. | Built to Serve Ram Trucks   Built To Serve|""Ram Serve""|""Sunday Service""|""MLK Speech""|""MLK Super Bowl Commercial""|""MLK Super Bowl Ad""|""Martin Luther King Commercial""|""Martin Luther King Jr""|""MLK Jr Ad""|""MLK Video""|""MLK Commercial""|""Truck Speech Commercial""|""Ram 1500""|""Ram Trucks""|""2019 Ram 1500""|""Dodge Ram""|""Ram Pickup""|""Ram Super Bowl""|""Ram SB""|""Ram Super Bowl Commercial""|""Super Bowl""|""SB LII Commercial""|""2019 Super Bowl""|""New Ram Commercial""|""Ram Official Super Bowl Commercial""|""Ram Official Super Bowl Ad""",2.0,71.0,2018,2,2018,2
10,2879384,"""False""","""False""","John Mayer - New Light (Premium Content!) John Mayer   John Mayer|""New Light""|""Music Video""|""Official""|""Premium Content""|""Funny""|""Comedy""",4.0,106.0,2018,5,2018,5
24,5249452,"""False""","""False""","BLACKkKLANSMAN - Official Trailer [HD] - In Theaters August 10 Focus Features   Focus Features|""Movies""|""Movie Trailers""|""Trailers""|""official trailer""|""trailer""|""blackkklansman""|""black klansman""|""spike lee""|""jordan peele""|""jason blum""|""ku klux klan""|""kkk""|""john david washington""|""adam driver""|""starwars""|""star wars""|""donald trump""|""black power""|""white power""|""david duke""|""ron stallworth""|""blackklansman""|""New trailer""|""cannes""|""laura herrier""|""topher grace""|""denzel washington""|""Spike""|""temptations""|""ball of confusion""|""donald glover""|""childish gambino""|""this is america""|""get out""",27.0,653.0,2018,5,2018,6
23,2313594,"""False""","""False""",My friend sent me this video of a bison in his car with no context notnotryan   [none],3.0,89.0,2018,2,2018,2
10,82048,"""False""","""False""","Dashboard Confessional: We Fight (Official Audio) Fueled By Ramen   Dashboard Confessional|""Dashboard""|""Chris Carrabba""|""Chris Caraba""|""Chris Carraba""|""Dashboard Music""|""Dashbaord Band""|""New Dashboard Confessional Song""|""New Song""|""new single""|""We Fight""|""Crooked Shadows""|""We Fight Song""|""We fight our way in""|""we fight our way out""|""Fueled By Ramen""|""FBR""|""DC""|""New FBR signing""|""fueled by""|""dashboard signs with FBR""|""New Dashboard Record""|""New Dashboard Confessional""|""New Dashboard Album""|""New Dashboard Confessional Album""|""New dashboard track""|""emo""|""alternative""|""rock""",1.0,30.0,2017,11,2017,11
26,46433,"""False""","""False""","PEACH MACARONS - The Scran Line The Scran Line   cupcakes|""how to make vanilla cupcakes""|""over the top recipes""|""easy cupcake recipes""|""vanilla cupcakes""|""chocolate cupcakes""|""french macarons""|""how to make macarons""|""the scran line""|""the scranline""|""nick makrides""|""pastry design""|""how to pipe cupcakes""",2.0,57.0,2017,11,2017,11
23,527651,"""False""","""False""","I spent a day with FLAT EARTH believers AnthonyPadilla   anthony padilla|""padilla""|""anthony padilla youtube""|""youtube anthony padilla""|""anthony""|""smosh anthony""|""anthony padilla smosh""|""flat earth""|""the earth is flat""|""conspiracy""|""theory""|""essential phone""|""360""|""globe""|""sphere""|""is the earth flat""|""flat earthers""|""flat earth proof""|""flat earth interview""|""flat earther interview""|""flat earth evidence""|""interview with flat earthers""|""360 camera""|""flat""|""flat earth theory""|""flat earth conspiracy""|""flat earther conspiracy""",7.0,174.0,2018,2,2018,2
10,7729028,"""False""","""False""","G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly GEazyMusicVEVO   BPG/RVG/RCA Records|""G-Eazy feat. A$AP Rocky""|""Cardi B""|""French Montana""|""Juicy J & Belly""|""No Limit REMIX""|""Rap""",2.0,51.0,2017,12,2017,12
24,4410868,"""False""","""False""","The Handmaid’s Tale Season 2 Teaser (Official) • The Handmaid's Tale on Hulu Hulu   hulu|""the handmaid's tale""|""handmaid's tale""|""elisabeth moss""|""margaret atwood""|""international women's day""|""Alexis Bledel""|""Samira Wiley""",11.0,269.0,2018,3,2018,3
24,1413633,"""False""","""False""","Burger King | Chocolate Whopper BURGER KING   #whopper|""#fastfood""|""#burgers""|""#chocolate""|""#chocolatelovers""|""#foodporn""|""#burgerking""|""#chocolateart""|""#aprilfools""|""#brandaprilfools""",17.0,416.0,2018,3,2018,4
17,386450,"""False""","""False""","Barcelona vs. Chelsea | 2017-18 UEFA Champions League Highlights FOX Soccer   uefa|""besiktas""|""bayern munich""|""munich""|""chelsea""|""barcelona""|""champions league highlights""|""fox""|""fox sports""|""fs1""|""fox sports 1""|""soccer""|""fox sports soccer""|""fox soccer""|""sports""|""news""|""sp:ty=high""|""sp:dt=2018-03-14T19:45:00+00:00""|""sp:vl=en-US""|""sp:st=soccer""|""sp:li=chlg""|""sp:ti:home=BARC""|""sp:ti:away=CHEL""|""2017-18""|""UEFA Champions League""|""second leg""|""second leg highlights""|""Barcelona vs. Chelsea""|""FC Barcelona""|""football""",1.0,24.0,2018,3,2018,3
15,335702,"""False""","""False""",My dogs thought on the current howl chain... Chris Turner   [none],1.0,35.0,2018,2,2018,2
1,2589197,"""False""","""False""","Trying to Get Into Fitness & Health Jaiden Animations   jaiden|""animations""|""jaidenanimation""|""jaidenanimations""|""fitness""|""jaidenanimations fitness""|""jaidenanimations health""|""healthy lifestyle""|""getting into working out""|""new years resolutions""",4.0,100.0,2018,2,2018,2
26,269886,"""False""","""False""","VALENTINES DAY GLAM |  Casey Holmes Casey Holmes   valentines day|""valentines day glam""|""smokey eye""|""night out""|""get ready with me""|""talk through tutorial""|""casey holmes""|""itsbl0ndie""|""makeup tutorial""|""tutorial""|""makeup""|""cosmetics""|""sephora""|""ulta""|""drugstore""|""highend makeup""|""review""|""huda beauty""|""nars""|""anastasia""|""smashbox""|""stila""",3.0,92.0,2018,2,2018,2
27,1101325,"""False""","""False""","That Time a Guy Parachuted Onto Devils Tower and No One Could Figure Out How to Get Him Down Today I Found Out   today i found out|""tifovidz12""|""tifo""|""awesome""|""facts""|""didn't know""|""Guy Parachuted Onto Devils Tower""|""Devils Tower""|""George Hopkins""|""Reptile Gardens""|""devils tower facts""|""Bear Lodge Mountains of Wyoming""",4.0,103.0,2018,1,2018,1
27,430062,"""False""","""False""","A year off grid in my roundhouse Kris Harbour   off grid|""roundhouse""|""kris harbour""|""prepping""|""preping""|""eco house""|""diy""|""living off grid""|""woodland home""|""woodland house""|""eco build""|""timber frame""|""cordwood""|""hydro power""",2.0,56.0,2018,2,2018,2
26,1634912,"""False""","""False""","How To Make Geometric Pies by lokokitchen Tasty   lokokitchen|""pies""|""mesmerizing""|""pie day""|""geometric""|""tasty""|""buzzfeed""|""pi day""|""BuzzFeed""|""Tasty""|""BuzzFeed Tasty""|""baking""|""dessert""",3.0,73.0,2018,3,2018,3
1,309312,"""False""","""False""","Stop Motion CHALLENGE Giant Icecream Sandwich How To Cook That   howtocookthat|""stop motion animation""|""stop motion challenge""|""stop motion video""|""challenge""|""animation""|""youtuber""|""the challenge""|""food challenges""|""food challenges 2018""|""animation stop motion""|""ice cream sandwich""|""icecream sandwich challenge""|""giant icecream sandwhich""|""icecream""|""cookie""|""chocolate""|""ann reardon""|""how to cook that""|""how to make""|""how to bake""|""giant things""|""choc chip""|""cookie sandwich""",6.0,159.0,2018,3,2018,3
24,618752,"""False""","""False""","QUADRUPLE NECK BASS SOLO Davie504   davie504|""biale""|""davide biale""|""bass""|""bass solo""|""funk bass""|""QUADRUPLE NECK""|""quadruple neck bass solo""|""basso elettrico""|""bass jam""|""FOUR NECKS BASS SOLO""|""Four necks bass""|""triple neck""|""weirdest bass ever""|""weirdest guitar""|""guitar""|""4 necks guitar""|""bass solo slap""|""slap bass""|""quad neck bass""|""guitar solo""|""slap bass solo""|""bass guitar""|""bass cover""|""guitar cover""|""solo""|""metal bass""|""metal guitar""|""hard rock bass guitar""|""davie""|""504""|""davide""|""four necks bass solo""|""Quadruple neck bass""",6.0,152.0,2018,3,2018,3
10,28827724,"""False""","""False""","Liam Payne & J Balvin - Familiar (Official Video) LiamPayneVEVO   Liam|""Payne""|""Familiar""|""Capitol""|""Pop""",19.0,468.0,2018,5,2018,5
1,1152969,"""False""","""False""","I LOST $10,000 twice itsAlexClark   its alex clark|""itsalexclark""|""alex clark""|""itsalexclark youtube""|""youtube itsalexclark""|""itsalexclark channel""|""animation""|""animation channel""|""animated""|""animated videos""|""alex clark youtube""|""youtube alex clark""|""alex clark channel""|""alex clark vlogs""|""clark cartoons""|""lost money""|""bitcoin""|""cash""|""stolen money""|""mario kart""|""swoozie""|""casino""|""gambling""|""los angeles club life""|""moving to la""|""hollywood""",9.0,218.0,2018,4,2018,4
22,144359,"""False""","""False""","My Everyday Makeup Routine! Lindsay Webster   lindsay webster|""buzzfeed""|""boldly""|""as is""|""beauty""|""makeup""|""everyday""|""routine""|""tarte""|""urban decay""|""lashes""|""tutorial""|""guru""|""mascara""|""thick lash""|""loreal""|""benefit""|""bronzer""|""contour""|""highlight""|""glow up""|""fangirl""",7.0,174.0,2018,3,2018,3
24,420892,"""False""","""False""","KIND Presents: Anna Faris Reads Competitor Protein Bar Reviews KIND Snacks   anna faris|""anna faris interview""|""anna faris behind the scenes""|""behind the scenes""|""bts""|""protein bar""|""protein granola bar""|""protein bar review""|""best protein bar""|""protein bar recipe""|""protein bar homemade""|""kind""|""kind snacks""|""kind bars""|""kind bar""|""kind snack bars""|""kind energy bars""|""kind granola""|""kind granola bars""|""kind health bars""|""kind plus protein""|""healthy snacks""|""kids healthy snacks""|""healthy snack""|""natural ingredients""|""sugar free""|""no added sugar""|""natural""|""healthy""|""food""|""snack""",4.0,108.0,2018,1,2018,1
24,108297,"""True""","""False""","Amazon Christmas Advert 2017 - Toys & Games Amazon.co.uk   Amazon|""Amazon Christmas""|""Amazon Xmas""|""Christmas""|""Xmas""|""ad""|""christmas ad""|""commercial""|""Holidays""|""advert""|""christmas advert""|""Amazon ad""|""UK""|""Amazon Christmas Advert""|""Christmas (Holiday)""|""Amazon Christmas advert 2017""|""Amazon xmas ad 2017""|""Amazon Holiday Advert""|""Delivery""|""Gift""|""Amazon Delivery""|""boxes""|""singing boxes""|""smile""|""give a littlle bit""|""Roger Hodgson - Give a Little Bit""|""Roger Hodgson""",11.0,270.0,2017,11,2017,11
2,181821,"""False""","""False""","Volkswagen Gassed Monkeys To Prove Diesels Are Clean Engineering Explained   vw diesel monkey|""monkeys""|""vw""|""volkswagen""|""dieselgate""|""vw tested monkeys""|""vw dieselgate""|""vw clean diesel""|""crab-eating macaque""|""netflix""|""new york times""|""defeat device""|""vw gassed monkeys""|""diesel monkey gas""|""diesel""|""vw beetle""|""volkswagen beetle""|""vw tdi""|""tdi""|""vw beetle tdi""|""engineering explained""|""be kind""|""do good""",5.0,128.0,2018,2,2018,3
23,1354164,"""False""","""False""","My Dogs Eating Popcorn ASMR JennaMarbles   jenna|""marbles""|""mourey""|""dog asmr""|""my dogs""|""eating""|""eat""|""popcorn""|""asmr""|""popcorn asmr""|""cute""|""funny""|""kermit""|""peach""|""italian greyhound""|""chihuahua""|""chewing""|""munching""|""whisper""|""ad""|""hamster""|""julien""|""solomita""|""boyfriend""|""vlog""|""adorable""|""puppy""|""best""|""awesome""|""funniest""|""cutest""|""relaxing""|""tantrum""|""microphone""|""soothing""|""cermet""|""paesh""|""annoy""|""puppies""|""shiba""|""inu""|""quiet""|""channel""|""dog vlog""",0.0,12.0,2018,4,2018,4
26,1193623,"""False""","""False""","I Tried To Re-Create This Giant Ramen Tasty   eating your feed|""tasty""|""buzzfeed""|""adam bianchi""|""andrew ilnyckyj""|""niki""|""ramen""|""giant ramen""|""buzzfeed tasty""|""japanese food""|""japan""|""japanese cuisine""",1.0,32.0,2018,6,2018,6
25,667705,"""False""","""False""","Why black Americans are getting less sleep Vox   SleepCycle|""sleep""|""science""|""vox""|""Vox.com""|""explain""|""explainer""|""health""|""public health""|""black americans""|""african american""|""african american health""|""black health""|""african american health disparities""|""health disparities in african""|""health disparities in the us""|""health disparities and social inequality""|""health disparities in african american populations""|""health disparity vs health inequity""|""black health and wellness""|""sleep science""|""how to sleep well""",8.0,202.0,2018,4,2018,4
26,195525,"""False""","""False""","This Is the Most Expensive Steak in New York City — The Meat Show Eater   most expensive steak|""wagyu steak""|""how to cook wagyu""|""kobe beef""|""steak""|""beef""|""steakhouse""|""meat lovers""|""new york food""|""new york city""|""best restaurants new york""|""best steak""|""sushi""|""eater""|""eater.com""|""food""|""foodie""|""dining""|""dish""|""restaurant""|""restaurants""|""review""|""news""|""munchies""|""food porn""|""Cooking (Interest)""|""recipe""|""Eating""|""barbecue""|""where to eat new york""|""wagu""|""old homestead""|""restaurant history""|""japanese auction""|""rarest foods""|""2 chainz""",6.0,152.0,2017,11,2017,11
